__v,_id,category,createdOn,description,discountPrice,image,isTopProduct,name,price,quantityAvailable
0,62e8a29275ad29834b47811b,Car Parts,2022-08-02T04:05:38.899Z,"COMPACT SIZE, FLUSH FIT: The tiny thumb-sized (1.7"" (L) x 0.9"" (W)) body fits most car cigarette lighters and barely protrudes past the edge of the outlet, providing a trim, less cluttered look. It's our smallest car charger yet: lightweight and highly portable, so you can take it everywhere.",0,./images/products/Car Charger.jpg,false,Car Charger,15,1
0,62e8a2bf75ad29834b47811d,Car Parts,2022-08-02T04:06:23.520Z,COLLAPSIBLE - Car organization is now easy to come by with the Drive Auto car trunk organizer. It can be resized to fit large or small vehicle spaces and conveniently folds away when not in use.,0,./images/products/Trunk organiser.jpg,false,Trunk Organiser,35,1
0,62e8a2e975ad29834b47811f,Car Parts,2022-08-02T04:07:05.775Z,"Stay fresh with up to 40 days of consistent scent with Febreze Car Vent Clips (on low)
Delivers even scent throughout your car with patented Steady Release Technology",0,./images/products/Car Freshner.jpg,false,Air Refreshner,65,1
0,62e8a32675ad29834b478121,Car Parts,2022-08-02T04:08:06.233Z,"Smart DIY mode: with smart color picking, the Govee Home app can capture the colors on your favorite photos and apply them to your car lights. Enjoy over 16 million colors and a host of scene modes thanks to an intuitive DIY mode",0,./images/products/Car Glower.jpg,false,Glower Cable,95,1
0,62e8a35a75ad29834b478123,Car Parts,2022-08-02T04:08:58.496Z,"Dynamic Music Mode: The built-in mic helps car lights sync smoothly with any music type. Liven up your road trips, weekend get-aways, or evening commute with colors that dance vibrantly to your favorite songs.",0,./images/products/Interior Lights.jpg,false,Interior Glower,20,1
0,62e8a3c175ad29834b478125,Toys,2022-08-02T04:10:41.235Z,"KID-FRIENDLY DESIGN 🌞 Fun, bright Dolphin shape will delight kids of all ages as they watch loads of exciting bubbles pour out of its mouth in a continuous stream! Simple and easy for kids to operate and refill. 8 OZ BUBBLE SOLUTION INCLUDED.",0,./images/products/Bubble Machine.jpg,false,Bubble blower,26,1
0,62e8a3fd75ad29834b478127,Toys,2022-08-02T04:11:41.739Z,"DOUBLE BATTERY, DOUBLE THE GAME TIME: For a better gaming experience, we have prepared 2 AA batteries (for remote control), and 2 rechargeable batteries (2 batteries can last 120 minutes). The remote control car only needs 1 rechargeable battery to drive, you can use the battery alternately, so you can get double the game time. And we have prepared exquisite packaging so that children who receive gifts can immediately enjoy the fun of RC cars.",0,./images/products/Remote Car.jpg,true,Dolanus Remote Car,50,1
0,62e8a44575ad29834b478129,Toys,2022-08-02T04:12:53.455Z,"2022 Newest Take Apart Dinosaur Toys】Our building toys include 3 kinds of dinosaur: blue Tyrannosaurus Rex, green Triceratops, brown Velociraptor. Kids can open this dinosaur Kit box and start playing immediately. The multi-color design helps attract children's attention to creative assembly and promotes children's teamwork",0,./images/products/Dinasour.jpg,false,Dinosaur,35,1
0,62e8a48975ad29834b47812b,Toys,2022-08-02T04:14:01.806Z,"Fake Cooking food: Made of high-end environmentally friendly ABS plastic with rounded edges to provide maximum safety for your child. Bright and bright colors can not only attract the baby's attention, but also improve color perception.",0,./images/products/Play Vegetables.jpg,false,Pretend Vegetables,65,1
0,62e8a50675ad29834b47812d,Mobiles,2022-08-02T04:16:06.210Z,"Unlocked for the freedom to choose your carrier. 5G service available with 5G plan. 5G network coverage required; available only in select areas. Compatible with T-Mobile 5G and Verizon 5G. Ready for 5G on other select networks dependent on availability; contact your service provider for details. Compatible with all major 4G U.S. carriers, including Verizon, AT&T, and T-Mobile. It also works with prepaid carriers, including Cricket Wireless, Metro by T-Mobile, Simple Mobile, Total Wireless, Tracfone, Net10, Mint, TracFone, Boost, and H2O.",0,./images/products/Motorola Edge.jpg,false,Motorola Edge,399,1
0,62e8a53a75ad29834b47812f,Mobiles,2022-08-02T04:16:58.343Z,"Built-in stylus. Retouch photos, jot notes, sketch artwork, and control a growing number of games and all apps with pinpoint precision.
48 MP quad camera system. Showcase your creativity from every perspective, from ultra-wide angle shots to detailed close-ups and everything in between",0,./images/products/Moto G Stylus.jpg,false,Moto G Stylus,199,1
0,62e8a5c175ad29834b478131,Mobiles,2022-08-02T04:19:13.442Z,"Power of 5G: Get next-level power for everything you love to do with Samsung Galaxy 5G; Share more, game harder, experience more and never miss a beat
Single Take AI: Capture video and multiple types of images with one tap of the shutter button; Lenses, effects and filters capture the best of every moment, every time",0,./images/products/Samsung S20+.jpg,false,Samsung S20+,349,1
0,62e8a60475ad29834b478133,Mobiles,2022-08-02T04:20:20.174Z,"Galaxy A53 5G*** gives you the A Series’ biggest built-in storage and lets you enjoy more memories and entertainment; With an additional 1TB of expandable storage with a microSD card****, you can hold on to every smile and relive every epic vacay",0,./images/products/Samsung A53.jpg,false,Samsung A53,249,1
0,62e8a63375ad29834b478135,Mobiles,2022-08-02T04:21:07.920Z,"EXPANSIVE SCREEN: See more and do more with the ultimate folding mobile phone screen that puts a super slim tablet right in your pocket
NEARLY INVISIBLE CAMERA: Take in an incredible uninterrupted view with a true edge-to-edge viewing experience thanks to our first-ever Under Display Camera
120Hz AMOLED 2X SCREEN: Everything looks brilliant on this big, beautiful clear display offering a mesmerizing and dynamic viewing experience",0,./images/products/Samsun Galaxy Z Fold 3.jpg,false,Samsung Z Fold 3,1299,1
0,62e8a66475ad29834b478137,Mobiles,2022-08-02T04:21:56.990Z,"8K SUPER STEADY VIDEO: Shoot videos that rival how epic your life is with stunning 8K recording, the highest recording resolution available on a smartphone; Video captured is effortlessly smooth, thanks to Auto Focus Video Stabilization on Galaxy S22 Ultra",0,./images/products/Samsun S22 ultra.jpg,false,Samsung S22 Ultra,999,1
0,62e8a6fa75ad29834b47813a,Mobiles,2022-08-02T04:24:26.122Z,"6.4-inch Super Retina XDR display with ProMotion for a faster, more responsive feel
Cinematic mode adds shallow depth of field and shifts focus automatically in your videos
Pro camera system with new 12MP Telephoto, Wide, and Ultra Wide cameras; LiDAR Scanner; 6x optical zoom range; macro photography; Photographic Styles, ProRes video, Smart HDR 4, Night mode, Apple ProRAW, 4K Dolby Vision HDR recording",0,./images/products/Apple 13 pro max.jpg,true,IPhone 13 Pro Max,1299,1
0,62e8a71475ad29834b47813c,Mobiles,2022-08-02T04:24:52.979Z,"6.1-inch Super Retina XDR display with ProMotion for a faster, more responsive feel
Cinematic mode adds shallow depth of field and shifts focus automatically in your videos
Pro camera system with new 12MP Telephoto, Wide, and Ultra Wide cameras; LiDAR Scanner; 6x optical zoom range; macro photography; Photographic Styles, ProRes video, Smart HDR 4, Night mode, Apple ProRAW, 4K Dolby Vision HDR recording",0,./images/products/Apple 13 Pro.jpg,false,IPhone 13 Pro,999,1
0,62e8a74e75ad29834b47813e,Mobiles,2022-08-02T04:25:50.299Z,"This phone is unlocked and compatible with any carrier of choice on GSM and CDMA networks (e.g. AT&T, T-Mobile, Sprint, Verizon, US Cellular, Cricket, Metro, Tracfone, Mint Mobile, etc.).
Tested for battery health and guaranteed to have a minimum battery capacity of 80%.
Successfully passed a full diagnostic test which ensures like-new functionality and removal of any prior-user personal information.",0,./images/products/Apple Iphone XR.jpg,false,IPhone XR,499,1
0,62ed9cb8418796a8068b6b98,Consoles,2022-08-05T22:42:00.581Z,Play Station 4 enables the greatest game developers in the world to unlock their creativity and push the boundaries of play through a platform that is tuned specifically to their needs.,0,./images/products/PlayStation4.jpg,false,Play Station 4,399,1
0,62f05fee2b0955019c1964f5,Consoles,2022-08-08T00:59:26.791Z,"Introducing the XBOX Seriex_X: Providing a true 4K gaming experience, thanks to the 12 teraflops of processing power. Equipped with AMD's Zen 2 and RDNA 2 architectures, hardware-accelerated DirectX raytracing delivers realistic lighting, shadows, and reflections to create dynamic, living worlds.",0,./images/products/Xbox Series X.jpg,true,Xbox Series X,599,1
